State,County_FIPS,Average_Distance_to_Stations_(miles),Station_Identifiers_(USAF_WBAN),Nearest_Station,Nearest_Station_Distance,County_Name
NY,36103,28.148412223458607,72209864761|72209899999|72501099999|72501654790|72501699999|72502699999|72502899999|72503499999|7250354781|72503794745|72503999999|7250504781|74485999999|74486454787|74486499999|74486514719|74486599999|74497599999|74910599999|99446099999|99493099999|99494099999|99496099999|99497099999|99633099999|99642099999|99718599999|99718699999|99728099999|99728299999|99728499999|99729099999|99743999999|99999914708|99999994745,72501099999,1.3119661590603109,Suffolk County
FL,12057,23.865152008214668,72037392824|72037492825|721042486|72201412818|72201499999|72201712876|72201799999|72202192816|72202199999|72206499999|72210099999|72210492806|72210499999|72211012842|72211512871|72211599999|72211612873|72211699999|72211799999|72211912883|72211999999|72212312809|72212399999|72474299999|74788012810|74788099999|74793112876|74904999999|99400899999|99400999999|99408299999|99408599999|99487099999|99488099999|99721199999|99734599999|99735399999|99735799999|99770199999|99770599999|99779199999|99821299999|99821399999|99822899999|99824199999|99824499999|99826999999|99999912810|99999912842|99999992802,72202192816,6.23612118773314,Hillsborough County
NY,36005,23.844625724519037,72055399999|72409899999|72501599999|72502699999|72502899999|72503014732|72503394728|7250354781|72503794745|72503814714|72503899999|72503999999|7250504781|72505394728|72506094728|74485999999|74486094789|74486454787|74486499999|74497599999|74497699999|74910599999|99410099999|99446099999|99493099999|99494099999|99496099999|99497099999|99718699999|99727199999|99727299999|99728099999|99728999999|99729099999|99743999999|99999914708|99999914732|99999914786|99999914797|99999994728|99999994745|99999994789,72503014732,4.95306708971837,Bronx County
FL,12095,35.64305331318291,720904299|72201192813|72201199999|72201292817|72201299999|72201712876|72201799999|72204099999|72204612898|72204699999|72205012815|72205312841|72205399999|72205612834|72205712854|72205799999|72205899999|72212312809|72212399999|72221312819|72221399999|72236192808|72236199999|74787012834|74793112876|74794012868|74794099999|74794599999|74794612886|74794699999|74795012867|74795099999|74904799999|74905099999|74905499999|99735499999|99780699999|99999912815|99999912834|99999912841|99999912846|99999912847|99999912854|99999912889|99999992821,99999912841,2.1849929005490134,Orange County
NY,36059,23.02233082898397,72055399999|72408799999|72409899999|72501099999|72501654790|72501699999|72502699999|72502899999|72503014732|72503394728|72503499999|7250354781|72503794745|72503999999|7250504781|72505394728|72506094728|74485999999|74486094789|74486454787|74486499999|74497599999|74497699999|74910599999|99410099999|99446099999|99493099999|99494099999|99496099999|99497099999|99642099999|99718699999|99727199999|99727299999|99728099999|99728999999|99729099999|99743999999|99999914708|99999914732|99999914786|99999914797|99999994728|99999994745|99999994789,74910599999,0.7086362011186957,Nassau County
OH,39049,24.28734314845775,720414139|72041499999|720651232|720928315|72428014821|72428463825|72428499999|72428513812|72428599999|7242884804|72428899999|72429453844|72429499999|7242953867|72429563888|72429599999|7252084855|72520899999|7252294858|72522999999|9999993867|99999913812|99999914821|99999993834,99999993834,6.768351712501395,Franklin County
MI,26125,30.095719047109178,69011099999|72011354829|72011399999|720902298|72090299999|72234654824|72234699999|72537094847|72537354819|72537399999|72537494889|72537514822|72537614853|72537699999|72537714804|72537799999|7253784887|72537899999|7253844888|72538499999|72538599999|72541854823|72632099999|72637014826|72637594817|72637599999|99477099999|99799699999|99849299999|99999914804|99999914822|99999914826|99999914853|99999914856|99999994847,72637594817,1.2456796593729342,Oakland County
MN,27053,28.766525586196533,72058399999|72200354930|72200399999|72211454901|72211499999|7221444945|72214499999|72655014926|7265624943|72656299999|72656394969|72656399999|7265694933|72656999999|72657399999|72657594960|72657599999|72657794974|72657799999|72657994963|72657999999|72658014922|72658414927|72658499999|7266034974|72660399999|72668254914|72668299999|7275034909|72750399999|7275174932|72751799999|99999914922|99999914926|99999914927|99999914947,72657599999,7.213611905230978,Hennepin County
TX,48453,24.467340078711715,720542166|72054299999|720639225|720648230|72211353979|72211399999|72241612971|72253912979|72253999999|72254013904|72254013958|7225423999|72254299999|72254413958|72254513904|72254599999|72254612910|72254753942|72254799999|74905699999|99999912910|99999913904|99999913958|99999923907,72254013958,1.6062124195947483,Travis County
OH,39035,26.930300245627958,72430314813|72430399999|72521014895|7252144849|72521499999|72521599999|7252164842|72521699999|72524014820|72524399999|7252444809|72524499999|7252454853|72524599999|7252474805|72524799999|72524899999|725253380|72525399999|74471499999|99224099999|99280099999|99769299999|99799999999|99800199999|99817999999|99828199999|99999914813|99999914820|99999914843|99999914895|99999914896|99999954856,72524399999,4.585821614433308,Cuyahoga County
PA,42003,28.45904549794353,720378122|72037899999|7251174827|72511799999|72512464705|72512499999|72517564706|72517599999|72520094823|7252044813|72520499999|72520514762|72520599999|72520699999|72520754735|72520799999|74906799999|99999914762|A0003093795,99999914762,8.450038001618804,Allegheny County
VA,51059,25.687924993940936,7203173735|72031799999|722692367|72269299999|72309893798|72309899999|72403093738|7240333706|72403399999|72403513773|7240363710|72403699999|72403793728|72403799999|72405013743|7240553714|72405599999|99440099999|99729699999|99731499999|99999913743|99999913760|99999913773|99999993734,72403793728,9.697956079157178,Fairfax County
CA,6013,28.54942522461294,720406135|72040699999|720576174|72057699999|720646228|72093599999|72482893241|72482899999|72483023232|72492023237|72492723285|72492799999|72493023230|72493099999|72493593228|72493599999|72493623254|72493723289|72493799999|72493893231|72493899999|72493999999|72494023234|72494399999|72494523293|72494693232|72494699999|72494799999|72495023250|72495023254|72495593227|72495599999|72495623211|72495899999|72585093228|74016499999|74503999999|74504099999|74504599999|74506023239|74506599999|74509023244|74509099999|74509799999|74516023202|74516099999|74516599999|74918099999|99401699999|99403399999|99403499999|99403699999|99404199999|99773499999|99801199999|99816399999|99819799999|99847499999|99847599999|99847699999|99847799999|99847899999|99847999999|99849699999|99999923202|99999923230|99999923232|99999923234|99999923237|99999923239|99999923242|99999923244|99999923254|99999923272|99999923293|99999993211|99999993228|A07049320,72495023250,8.002228739254184,Contra Costa County
UT,49035,27.882657339319877,72056599999|72057299999|72472599999|72572024127|72572399999|72572424174|72572499999|72575024126|72575099999|72575524101|72575599999|9999994133|9999994143|99999924101|99999924120|99999924122|99999924126|99999953167|A000284116,A000284116,4.94102276307567,Salt Lake County
NC,37119,32.388882768066445,72027763843|72027799999|72103899999|72207953888|72207999999|72212853899|72212899999|72213263801|72213299999|72214863824|72214899999|7230103810|72305563816|72305599999|72314013881|7231453810|72314753870|72314799999|72315663812|72315699999|72319453872|72319499999|725294383|72529499999|9999993810|99999913881,72314013881,7.047141608964253,Mecklenburg County
NC,37183,37.561755108315545,69132499999|7202883711|72028899999|720968340|7221313713|72213199999|7221413731|72214199999|7221933722|72219399999|7222013723|72220199999|72303013714|72303099999|72304499999|72306013722|72306613713|72306893759|72306899999|72317493783|72317499999|74693093737|74693099999|7469363712|74693699999|74693993785|74693999999|7469403708|74694099999|9999993758|99999913713|99999913746|99999993737,72306013722,10.189536001450065,Wake County
GA,13121,26.71893914315738,720674249|720714252|72089799999|720966339|722109355|72210999999|72215099999|72215653873|72215699999|72217653884|72217699999|72218553838|72218599999|72219013874|7221953888|72219599999|72219653863|72219699999|72219753819|72219799999|72227013864|72227099999|72227399999|74780863803|74780899999|7478093832|74780999999|74781263813|74781299999|99999913864|99999913874|99999993830|A0001163848,72219599999,3.295239610727654,Fulton County
MD,24031,32.518874763444806,72033493764|72033499999|720384124|72038499999|7206993724|72069999999|72208113730|72208199999|72215813752|72215899999|722244358|72224499999|7228233749|72282399999|72404799999|72406093721|72406499999|72406593733|72406599999|72406693706|72406699999|72406793744|72406799999|74594013705|74594099999|74594493784|74594599999|74907099999|99440099999|99729699999|99730299999|99731499999|99778199999|99799499999|99840999999|99999913710|99999913725|99999913730|99999913749|99999913751|99999913752|99999913777|99999993721,72033493764,2.911672358310093,Montgomery County
AZ,4019,40.31333121279561,720339121|72033999999|72274023160|74916799999|99999923160|99999953006|99999953131,99999953006,34.41127134376562,Pima County
TX,48085,34.66726375490008,72028753967|72028799999|72029153970|72029199999|72030299999|721044448|72209453984|72209499999|72214353975|72214399999|72247953907|72247999999|72248953911|72248999999|72254153914|72254199999|72255293929|72255299999|72258013960|72258113960|72258313960|72258593901|72258813926|72258899999|7225893991|72258999999|7225903927|72259453909|72259499999|7225983970|72259899999|7225993971|72259999999|72267399999|9999993927|99999913907|99999993901,72254199999,0.7041316854195107,Collin County
MO,29189,19.453595210332296,720169116|72048999999|72434013994|7243453966|72434753904|72434799999|99999913994|99999993910,99999993910,8.215819446922092,St. Louis County
CA,6019,22.51885229990265,72389093193|72389693144|72389699999|72389723167|72389799999|72389853119|72389899999|74504693242|74504699999|74702023110|99999923110|99999923167|99999993193,99999993193,4.1485881223666015,Fresno County
HI,15003,14.68706782344688,91117099999|91168199999|91169099999|91170022508|91170099999|91172099999|91176022519|91178022514|91178022551|91178099999|91180099999|91180399999|91181099999|91182022521|91184099999|99400799999|99733499999|99733599999|99819399999|99822299999|99999922508|99999922514|99999922515|99999922517|99999922519,91117099999,4.813834309440566,Honolulu County
FL,12103,22.543737282943702,72037392824|72037492825|721042486|72201412818|72201499999|72202192816|72202199999|72206499999|72210099999|72210492806|72210499999|72211012842|72211512871|72211599999|72211612873|72211699999|72211799999|72211912883|72211999999|72474299999|74788012810|74788099999|74904999999|99400899999|99400999999|99408299999|99408599999|99487099999|99488099999|99707099999|99721199999|99734599999|99735399999|99735799999|99770199999|99770599999|99779199999|99821299999|99821399999|99822899999|99824199999|99824499999|99826999999|99999912810|99999912842|99999992802,72211612873,2.468429571810795,Pinellas County
NY,36119,33.037167105414085,72055399999|72409899999|7250154789|72501599999|72502699999|72502899999|72503014732|72503394728|7250354781|72503614757|72503699999|72503794745|72503814714|72503899999|72503999999|7250504781|72505394728|72506094728|72519899999|74485999999|74486094789|74486454787|74486499999|74497599999|74497699999|74910599999|99410099999|99446099999|99493099999|99494099999|99496099999|99497099999|99718699999|99727199999|99727299999|99728099999|99728499999|99728999999|99729099999|99743999999|99999914708|99999914732|99999914757|99999914786|99999914797|99999964756|99999994728|99999994745|99999994789,99999994745,7.0456519073546175,Westchester County
IN,18097,25.21879845793668,720575173|72057599999|72081599999|72435653866|72435699999|72436013803|72436113803|72436313803|72436399999|72438093819|72438453842|72438499999|7243854828|72438599999|99999993819,99999993819,8.229975739998885,Marion County
WI,55079,22.22777804088836,7220594866|72205999999|72640014839|72640399999|72640594869|72640599999|72640699999|72640799999|7264094897|72640999999|7264134875|72641399999|72642494818|72642499999|72646454834|72646499999|7265054845|72650599999|7265094898|72650999999|99299099999|99734099999|99734299999|99773699999|99999914839|99999994869,72640799999,1.230499550060869,Milwaukee County
FL,12031,19.824669255735955,69180499999|72039999999|720946326|72206013889|72206593837|7220663853|72206763823|72206793832|72206799999|72206853860|72206899999|72221292814|72221299999|74782053860|749048415|74904899999|99415099999|99441099999|99734799999|99735899999|99780599999|9999993853|99999913889|99999953894|99999963890|99999993832|99999993837|A0002363890,72206593837,6.795720907261672,Duval County
CT,9001,27.002205357289796,720545169|72054599999|72502699999|72502754788|72502799999|72502964707|72502999999|72504094702|72504514758|72504599999|72504899999|72508654734|72508699999|72508714752|72508799999|72508999999|99446099999|99489099999|99490099999|99491099999|99492099999|99494099999|99495099999|99496099999|99497099999|99718599999|99718699999|99728099999|99728499999|99729099999|99743999999|99999914752|99999914758|99999994702|99999994772,72508699999,8.470203715803283,Fairfield County
TN,47157,18.42157719481399,72016899999|72017199999|72328493839|72328499999|72334013893|72334593839|99999913893|99999993839,72334013893,10.2596589185302,Shelby County
NJ,34003,25.53809320849461,720581178|72058199999|72224754785|72224799999|72407754779|72407799999|72409454743|72409499999|72409754738|72409799999|72409999999|72410499999|72502014734|72502594741|72502599999|72502699999|74000154793|74000199999|74910999999|99718699999|99727199999|99728099999|99728999999|99729099999|99743999999|99774399999|999999178|99999914734|99999994741,72502594741,7.013910880162199,Bergen County
GA,13135,28.47384823912249,72089799999|722109355|72210999999|72215653873|72215699999|72218553838|72218599999|72219013874|7221953888|72219599999|72219653863|72219699999|72227013864|72227099999|72227399999|72311013873|74780863803|74780899999|7478093832|74780999999|74781263813|74781299999|749483394|74948399999|99999913864|99999913873|99999913874|99999963850|99999993830|A0001163848,74780863803,3.7013400374359673,Gwinnett County
IL,17043,25.510763826309745,7201374867|72013799999|7220754871|72207599999|7221264879|72212699999|72241799999|72241899999|72530094846|72530594892|72530599999|72530614855|72530699999|72530799999|72533999999|72534014819|72534499999|72534514834|72534599999|72534694866|72534699999|72534714880|72534799999|7253484831|72534899999|74460099999|74465099999|7446554808|74465599999|7446654838|74466599999|99725599999|99733899999|99773599999|99849799999|99849999999|99999914810|99999914819|99999914834|99999914855|99999954811|99999994846|99999994866,72530594892,9.055949021149896,DuPage County
NY,36029,30.377401951771397,7252354720|72523599999|72528014733|725283465|72528399999|72528599999|7252874724|72528799999|72528899999|74498914747|74498999999|99425099999|99551099999|99725499999|99798999999|99816899999|99823599999|99826699999|99999914733|99999914747,72528599999,10.979618982890539,Erie County
MD,24033,29.09784548957112,72033493764|72033499999|720384124|72038499999|72038999999|72208113730|72208199999|72215813752|72215899999|722218356|72221899999|722244358|72224499999|72404013721|7240433756|72404399999|72404799999|72404899999|72406093721|72406593733|72406599999|72406793744|72406799999|74594013705|74594099999|74594493784|74594599999|99440099999|99729699999|99729799999|99730299999|99730999999|99731299999|99731499999|99778199999|99799499999|99840999999|99999913710|99999913721|99999913725|99999913730|99999913751|99999913752|99999913777|99999993721,74594099999,0.8743736282385737,Prince George's County
CA,6029,31.886235640936047,7229533183|72295399999|72383023187|72384023155|74917099999|749171479|74917199999|9999993129|99999923155|99999923187|99999993108,99999923155,19.340656562391928,Kern County
CT,9003,35.17088143485571,720545169|72054599999|72502754788|72502799999|72502964707|72502999999|72504094702|72504514758|72504599999|72504614707|72504699999|72504799999|72504899999|72508014740|72508454767|72508499999|72508654734|72508699999|72508714752|72508799999|72508999999|99475099999|99489099999|99718599999|99728399999|99728499999|99729099999|99999914707|99999914740|99999914752|99999914758|99999994702|99999994772,99999914752,6.443005217540159,Hartford County
WA,53053,32.88331668161823,720254119|72025499999|720388469|72038899999|72781524237|72792024227|72792699999|72792894263|72792899999|72793024233|72793399999|72793494248|72793499999|72793524234|72793599999|72793894274|72793899999|72793999999|74206024207|74206099999|74207024201|74207099999|74207124201|74207199999|74207599999|74207699999|99401499999|99404899999|99435099999|99825699999|99999924207|99999924227|99999924233|99999924234|99999924237|99999924244|99999924281|99999994274|99999994290,72038899999,9.920042742169603,Pierce County
CA,6075,24.01152482199411,720406135|72040699999|720646228|72093599999|72492723285|72492799999|72493023230|72493099999|72493593228|72493599999|72493623254|72493723289|72493799999|72493893231|72493899999|72493999999|72494023234|72494399999|72494523293|72494693232|72494699999|72494799999|72495023250|72495023254|72495593227|72495599999|72495623211|72495899999|72495999999|72585093228|74013499999|74016499999|74503999999|74504099999|74504599999|74506023239|74506599999|74509023244|74509099999|74509699999|74509799999|74516023202|74516099999|74516599999|99248099999|99264099999|99401699999|99402299999|99403399999|99403499999|99403699999|99404199999|99731999999|99773499999|99801199999|99816399999|99819799999|99847499999|99847599999|99847699999|99847799999|99847899999|99847999999|99849699999|99999923202|99999923230|99999923234|99999923239|99999923242|99999923244|99999923246|99999923250|99999923254|99999923272|99999923293|99999993211|99999993228|A07049320,99999923272,1.435176012903082,San Francisco County
MI,26099,28.21278746940265,69011099999|72011354829|72011399999|720902298|72090299999|72537094847|72537354819|72537399999|72537514822|72537614853|72537699999|72537714804|72537799999|7253844888|72538499999|72538599999|72632099999|72637014826|72637594817|72637599999|72637699999|99477099999|99725899999|99799699999|99833999999|99849299999|99999914804|99999914822|99999914826|99999914853|99999914856|99999994847,69011099999,7.824545187578183,Macomb County
