County_Name,FIPS,State,Latitude,Longitude
Warren County,17187,IL,40.84880066,-90.61499786
Tama County,19171,IA,42.07979965,-92.53250122
San Juan County,53055,WA,48.57820129,-122.9649963
Sevier County,05133,AR,33.99720001,-94.24120331
Hardin County,19083,IA,42.38389969,-93.24040222
Scurry County,48415,TX,32.74629974,-100.9163971
Parke County,18121,IN,39.77360153,-87.20639801
Jackson County,05067,AR,35.5992012,-91.21450043
Ben Hill County,13017,GA,31.75979996,-83.22049713
Piscataquis County,23021,ME,45.83729935,-69.2845993
Rabun County,13241,GA,34.88180161,-83.40200043
Dallas County,29059,MO,37.68040085,-93.0236969
Humboldt County,32013,NV,41.40679932,-118.1119995
Union County,17181,IL,37.47129822,-89.25509644
Taylor County,54091,WV,39.33599854,-80.04620361
Polk County,47139,TN,35.11989975,-84.52330017
Rockcastle County,21203,KY,37.36510086,-84.31600189
Giles County,51071,VA,37.31420135,-80.70290375
Dixie County,12029,FL,29.60820007,-83.15879822
Socorro County,35053,NM,34.00719833,-106.930397
Marshall County,40095,OK,34.0245018,-96.76909637
Potter County,42105,PA,41.74489975,-77.89579773
Lafayette County,55065,WI,42.66049957,-90.13169861
Wayne County,47181,TN,35.23989868,-87.78800201
Rush County,18139,IN,39.61999893,-85.46579742
Marion County,05089,AR,36.26839828,-92.68419647
Van Buren County,05141,AR,35.58060074,-92.51570129
Cross County,05037,AR,35.29570007,-90.77110291
Barbour County,54001,WV,39.13290024,-80.00299835
Bond County,17005,IL,38.88679886,-89.43560028
Park County,30067,MT,45.48839951,-110.5267029
Lawrence County,05075,AR,36.04119873,-91.10700226
Idaho County,16049,ID,45.84410095,-115.4674988
Sawyer County,55113,WI,45.88000107,-91.14459991
Fountain County,18045,IN,40.1208992,-87.24199677
Jasper County,28061,MS,32.01910019,-89.11889648
Hill County,30041,MT,48.62820053,-110.1111984
Piatt County,17147,IL,40.01029968,-88.5911026
Fayette County,01057,AL,33.72119904,-87.73889923
Pawnee County,40117,OK,36.31689835,-96.69920349
Madison County,05087,AR,36.01100159,-93.72460175
Washington County,01129,AL,31.4076004,-88.207901
Brunswick County,51025,VA,36.76480103,-77.85900116
Pemiscot County,29155,MO,36.21139908,-89.78540039
Wayne County,17191,IL,38.42950058,-88.42559814
Bates County,29013,MO,38.25730133,-94.33999634
Richland County,38077,ND,46.26459885,-96.94830322
Atchison County,20005,KS,39.53179932,-95.31349945
Kanabec County,27065,MN,45.94520187,-93.29340363
Dade County,13083,GA,34.854599,-85.50450134
Crawford County,55023,WI,43.23949814,-90.93099976
Iowa County,19095,IA,41.68629837,-92.06549835
Alamosa County,08003,CO,37.57289886,-105.7882996
Madison County,19121,IA,41.33069992,-94.01560211
Clay County,19041,IA,43.08259964,-95.15090179
Benton County,47005,TN,36.06980133,-88.06829834
Baker County,41001,OR,44.70920181,-117.6753006
Lewis County,54041,WV,38.9958992,-80.50219727
Neosho County,20133,KS,37.55849838,-95.30680084
Henry County,21103,KY,38.44850159,-85.11889648
Casey County,21045,KY,37.32229996,-84.92839813
Otoe County,31131,NE,40.64849854,-96.13480377
Smith County,28129,MS,32.0177002,-89.50669861
Moniteau County,29135,MO,38.63280106,-92.58309937
Telfair County,13271,GA,31.92980003,-82.93900299
Osage County,20139,KS,38.65230179,-95.72689819
Claiborne Parish,22027,LA,32.8227005,-92.9957962
Lawrence County,17101,IL,38.72000122,-87.72679901
Aitkin County,27001,MN,46.60829926,-93.41539764
Jackson Parish,22049,LA,32.30199814,-92.55789948
Appomattox County,51011,VA,37.37239838,-78.81259918
Kingfisher County,40073,OK,35.94540024,-97.94210052
Floyd County,51063,VA,36.93159866,-80.36260223
De Witt County,17039,IL,40.17459869,-88.90409851
Washburn County,55129,WI,45.89920044,-91.79129791
Pecos County,48371,TX,30.78100014,-102.7236023
Floyd County,19067,IA,43.05989838,-92.78900146
Richland County,17159,IL,38.71239853,-88.08509827
Union County,46127,SD,42.83259964,-96.65599823
Grayson County,51077,VA,36.65650177,-81.22489929
Clarke County,28023,MS,32.04140091,-88.68939972
Lawrence County,21127,KY,38.06790161,-82.73480225
Clark County,17023,IL,39.33359909,-87.78769684
Pike County,17149,IL,39.62250137,-90.88629913
Brooks County,13027,GA,30.84199905,-83.5802002
Karnes County,48255,TX,28.90570068,-97.85939789
Reeves County,48389,TX,31.32309914,-103.6931
Grand County,08049,CO,40.1026001,-106.1183014
Ashland County,55003,WI,46.31480026,-90.67810059
Dent County,29065,MO,37.60660172,-91.50789642
Mercer County,17131,IL,41.20529938,-90.74140167
Jefferson County,13163,GA,33.05490112,-82.41819763
Vermillion County,18165,IN,39.85380173,-87.46399689
Torrance County,35057,NM,34.64049911,-105.8507996
West Feliciana Parish,22125,LA,30.8798008,-91.41999817
Marquette County,55077,WI,43.81959915,-89.3986969
Burnett County,55013,WI,45.86270142,-92.36759949
Nottoway County,51135,VA,37.14310074,-78.05120087
San Juan County,49037,UT,37.62599945,-109.8044968
Wetzel County,54103,WV,39.6053009,-80.63909912
Union County,12125,FL,30.04380035,-82.37139893
Gooding County,16047,ID,42.97100067,-114.8115997
Roseau County,27135,MN,48.77510071,-95.81079865
Page County,19145,IA,40.73910141,-95.15019989
Redwood County,27127,MN,44.40370178,-95.25379944
Macon County,29121,MO,39.8307991,-92.56459808
Tipton County,18159,IN,40.31140137,-86.05190277
Harrison County,39067,OH,40.29380035,-81.0911026
Brown County,18013,IN,39.19620132,-86.22740173
Bayfield County,55007,WI,46.52370071,-91.20089722
Missaukee County,26113,MI,44.33739853,-85.09470367
Gulf County,12045,FL,29.95560074,-85.22660065
Carbon County,56007,WY,41.69459915,-106.9307022
Jeff Davis County,13161,GA,31.80559921,-82.63690186
Knott County,21119,KY,37.35400009,-82.95410156
Oglethorpe County,13221,GA,33.88069916,-83.08070374
Williamsburg City,51830,VA,37.26929855,-76.70760345
Alleghany County,51005,VA,37.78779984,-80.0062027
Mills County,19129,IA,41.03340149,-95.62129974
Arenac County,26011,MI,44.06560135,-83.89520264
Livingston County,29117,MO,39.78210068,-93.5483017
Bledsoe County,47007,TN,35.59640121,-85.20510101
Mitchell County,37121,NC,36.01330185,-82.16359711
Cleburne County,01029,AL,33.67459869,-85.51879883
LaSalle Parish,22059,LA,31.67679977,-92.16040039
Sequatchie County,47153,TN,35.37120056,-85.41059875
Hamilton County,19079,IA,42.38380051,-93.70680237
Nolan County,48353,TX,32.30350113,-100.4060974
Sibley County,27143,MN,44.57949829,-94.23210144
Kossuth County,19109,IA,43.20410156,-94.20670319
Jackson County,48239,TX,28.95420074,-96.57759857
Nelson County,51125,VA,37.78739929,-78.88680267
Hale County,01065,AL,32.76269913,-87.62909698
Choctaw County,40023,OK,34.02659988,-95.55220032
Gogebic County,26053,MI,46.40869904,-89.69439697
Clay County,05021,AR,36.36819839,-90.41750336
Trinity County,48455,TX,31.08880043,-95.13549805
Gasconade County,29073,MO,38.4408989,-91.50789642
Calhoun County,45017,SC,33.67490005,-80.78029633
Pendleton County,21191,KY,38.6955986,-84.36029816
Union County,21225,KY,37.65840149,-87.94539642
Renville County,27129,MN,44.72679901,-94.94709778
Trigg County,21221,KY,36.8064003,-87.87329865
Morgan County,39115,OH,39.62039948,-81.85269928
Moultrie County,17139,IL,39.64149857,-88.61930084
Bourbon County,20011,KS,37.85520172,-94.84929657
Dickenson County,51051,VA,37.12580109,-82.35040283
Fleming County,21069,KY,38.37009811,-83.69660187
Butler County,19023,IA,42.73160172,-92.79019928
Clarke County,51043,VA,39.11230087,-77.99669647
Fulton County,42057,PA,39.9253006,-78.11270142
Rolette County,38079,ND,48.77249908,-99.84089661
Walthall County,28147,MS,31.14839935,-90.10610199
Calhoun County,28013,MS,33.93650055,-89.33650208
Noble County,39121,OH,39.76599884,-81.45549774
Carroll County,17015,IL,42.06880188,-89.93430328
Hamilton County,12047,FL,30.49640083,-82.94789886
Mono County,06051,CA,37.93909836,-118.8869019
Cannon County,47015,TN,35.80870056,-86.06169891
Madison County,48313,TX,30.96549988,-95.92839813
Calhoun County,12013,FL,30.40600014,-85.19719696
Las Animas County,08071,CO,37.31579971,-104.0386963
Crockett County,47033,TN,35.81349945,-89.13950348
Falls Church City,51610,VA,38.88470078,-77.17510223
Jefferson County,12065,FL,30.4375,-83.89530182
Oglala Lakota County,46102,SD,43.33549881,-102.5515976
Craig County,40035,OK,36.76179886,-95.20850372
Larue County,21123,KY,37.54579926,-85.69789886
Zapata County,48505,TX,27.00079918,-99.16860199
Swain County,37173,NC,35.48680115,-83.49279785
Bamberg County,45009,SC,33.21480179,-81.05419922
Saline County,31151,NE,40.52410126,-97.14089966
McIntosh County,13191,GA,31.49629974,-81.41030121
Estill County,21065,KY,37.69240189,-83.96430206
Winn Parish,22127,LA,31.94420052,-92.63690186
Cedar County,29039,MO,37.72389984,-93.8565979
Pennington County,27113,MN,48.06629944,-96.03669739
Clay County,46027,SD,42.91460037,-96.9756012
Rusk County,55107,WI,45.47520065,-91.13310242
Jasper County,13159,GA,33.31639862,-83.68810272
Harrison County,19085,IA,41.68289948,-95.81680298
Massac County,17127,IL,37.21889877,-88.70760345
Tallahatchie County,28135,MS,33.95050049,-90.1733017
Braxton County,54007,WV,38.69990158,-80.71929932
Chowan County,37041,NC,36.1507988,-76.60790253
Newton County,18111,IN,40.9557991,-87.39759827
Screven County,13251,GA,32.75049973,-81.61190033
Murray County,40099,OK,34.4822998,-97.06790161
Washington County,17189,IL,38.35219955,-89.41049957
Callahan County,48059,TX,32.29769897,-99.37349701
Crawford County,26039,MI,44.68360138,-84.61029816
Lamar County,01075,AL,33.77920151,-88.09690094
Converse County,56009,WY,42.97240067,-105.507103
McKenzie County,38053,ND,47.74020004,-103.3953018
Ketchikan Gateway Borough,02130,AK,55.58520126,-130.9288025
Roane County,54087,WV,38.7140007,-81.34829712
Monroe County,39111,OH,39.72740173,-81.082901
Crenshaw County,01041,AL,31.73150063,-86.31349945
Atoka County,40005,OK,34.37360001,-96.03780365
O'Brien County,19141,IA,43.08380127,-95.62490082
Hardy County,54031,WV,39.00749969,-78.85790253
Newton County,48351,TX,30.78639984,-93.74469757
Glades County,12043,FL,26.95639992,-81.18900299
Allamakee County,19005,IA,43.28430176,-91.37809753
Franklin County,16041,ID,42.18109894,-111.8132019
Faribault County,27043,MN,43.6739006,-93.94799805
White County,17193,IL,38.08750153,-88.17960358
Glacier County,30035,MT,48.70510101,-112.9947968
Wadena County,27159,MN,46.58570099,-94.9693985
York County,31185,NE,40.87269974,-97.5970993
Greene County,28041,MS,31.21430016,-88.63909912
Osage County,29151,MO,38.46039963,-91.86180115
Comanche County,48093,TX,31.94799995,-98.55819702
Izard County,05065,AR,36.09479904,-91.91339874
Archuleta County,08007,CO,37.1935997,-107.0484009
Pend Oreille County,53051,WA,48.53229904,-117.2740021
Dooly County,13093,GA,32.15719986,-83.79879761
Stewart County,47161,TN,36.50120163,-87.83850098
Perquimans County,37143,NC,36.2057991,-76.44110107
Mason County,17125,IL,40.23960114,-89.91680145
Ripley County,29181,MO,36.65280151,-90.86389923
Bienville Parish,22013,LA,32.34730148,-93.05609894
Kodiak Island Borough,02150,AK,57.68069839,-153.7971954
Grundy County,47061,TN,35.38840103,-85.72260284
Jackson County,21109,KY,37.4197998,-84.00579834
Price County,55099,WI,45.68040085,-90.36139679
Lewis County,21135,KY,38.53150177,-83.37809753
Monroe County,54063,WV,37.5603981,-80.55049896
Douglas County,29067,MO,36.93259811,-92.49880219
Mississippi County,29133,MO,36.8280983,-89.29109955
Big Horn County,30003,MT,45.42340088,-107.4897003
Goshen County,56015,WY,42.08789825,-104.353302
Clay County,01027,AL,33.26910019,-85.86049652
Lincoln County,05079,AR,33.95700073,-91.73439789
Morgan County,21175,KY,37.92229843,-83.2589035
Howard County,05061,AR,34.08879852,-93.99359894
Hughes County,40063,OK,35.04840088,-96.25019836
Jackson County,20085,KS,39.41680145,-95.79370117
Clay County,17025,IL,38.75419998,-88.49019623
Madison County,51113,VA,38.4137001,-78.27919769
Ford County,17053,IL,40.59719849,-88.22329712
Moffat County,08081,CO,40.61840057,-108.2072983
Fremont County,16043,ID,44.22880173,-111.4819031
Macon County,13193,GA,32.35839844,-84.04250336
Buffalo County,55011,WI,44.37979889,-91.75450134
Wayne County,29223,MO,37.11259842,-90.46140289
Vinton County,39163,OH,39.25099945,-82.48529816
Charlton County,13049,GA,30.78170013,-82.13770294
Webster County,21233,KY,37.51839828,-87.68309784
Lamb County,48279,TX,34.0685997,-102.3516998
Cass County,19029,IA,41.33150101,-94.92780304
Greene County,17061,IL,39.35620117,-90.39050293
Amelia County,51007,VA,37.33599854,-77.97609711
Millard County,49027,UT,39.07329941,-113.1006012
Camp County,48063,TX,32.97320175,-94.97850037
Bleckley County,13023,GA,32.43439865,-83.32790375
Dawson County,48115,TX,32.74250031,-101.9477005
Breathitt County,21025,KY,37.52159882,-83.32409668
Butler County,21031,KY,37.20729828,-86.68170166
Choctaw County,01023,AL,32.0196991,-88.26319885
Lake County,46079,SD,44.02199936,-97.12940216
Wilbarger County,48487,TX,34.0807991,-99.24099731
Summers County,54089,WV,37.65589905,-80.8585968
Shoshone County,16079,ID,47.35300064,-115.8924026
Haskell County,40061,OK,35.22480011,-95.11660004
Presque Isle County,26141,MI,45.34009933,-83.91799927
Caldwell County,21033,KY,37.14530182,-87.86789703
Pamlico County,37137,NC,35.14350128,-76.74069977
Martinsville City,51690,VA,36.68259811,-79.86360168
Wright County,19197,IA,42.73310089,-93.73509979
Sumter County,01119,AL,32.59109879,-88.19879913
Lawrence County,28077,MS,31.55019951,-90.10700226
Stone County,05137,AR,35.85990143,-92.15679932
Trinity County,06105,CA,40.65069962,-123.1126022
Allen County,20001,KS,37.88570023,-95.30139923
Pulaski County,18131,IN,41.04180145,-86.69879913
Appanoose County,19007,IA,40.74319839,-92.86859894
Bath County,21011,KY,38.14500046,-83.74269867
Terry County,48445,TX,33.17380142,-102.3351974
Johnson County,17087,IL,37.45970154,-88.8809967
Pike County,18125,IN,38.3987999,-87.23220062
Morris County,48343,TX,33.11349869,-94.73269653
Koochiching County,27071,MN,48.24530029,-93.78340149
Magoffin County,21153,KY,37.70650101,-83.06490326
Little River County,05081,AR,33.70090103,-94.23519897
Amite County,28005,MS,31.17440033,-90.80439758
Todd County,21219,KY,36.83560181,-87.17919922
Cass County,17017,IL,39.9734993,-90.24739838
Union County,19175,IA,41.02769852,-94.24240112
Fulton County,05049,AR,36.38159943,-91.81819916
Lunenburg County,51111,VA,36.94620132,-78.24060059
Powell County,21197,KY,37.83110046,-83.82369995
Yalobusha County,28161,MS,34.02819824,-89.70760345
Crawford County,13079,GA,32.71450043,-83.98629761
Grundy County,19075,IA,42.40190125,-92.79139709
Menard County,17129,IL,40.02740097,-89.80220032
Meigs County,47121,TN,35.51290131,-84.81330109
Conecuh County,01035,AL,31.42930031,-86.99369812
Edmonson County,21061,KY,37.20880127,-86.23860168
Bollinger County,29017,MO,37.32220078,-90.02590179
Madison County,29123,MO,37.47809982,-90.34500122
Live Oak County,48297,TX,28.35140038,-98.12480164
Boundary County,16021,ID,48.76689911,-116.4628983
Northumberland County,51133,VA,37.88740158,-76.41950226
Lewis County,47101,TN,35.52730179,-87.49310303
Poquoson City,51735,VA,37.13180161,-76.35679626
Red River County,48387,TX,33.62070084,-95.0503006
Colfax County,35007,NM,36.60609818,-104.6467972
Jefferson County,30043,MT,46.14849854,-112.0938034
Washington County,21229,KY,37.7533989,-85.17479706
Prowers County,08099,CO,37.9552002,-102.3934021
Linn County,29115,MO,39.87020111,-93.10720062
Rains County,48379,TX,32.87039948,-95.79340363
Okfuskee County,40107,OK,35.4654007,-96.32279968
Perry County,28111,MS,31.17200089,-88.99230194
Chickasaw County,19037,IA,43.06000137,-92.31770325
Charlotte County,51037,VA,37.01160049,-78.66159821
Morgan County,49029,UT,41.08929825,-111.5731964
Zavala County,48507,TX,28.86619949,-99.76049805
Blackford County,18009,IN,40.47359848,-85.32479858
Franklin County,12037,FL,29.87639999,-84.81400299
Skamania County,53059,WA,46.02299881,-121.9148026
Chippewa County,27023,MN,45.02230072,-95.5667038
DeKalb County,29063,MO,39.89319992,-94.40470123
Marion County,20115,KS,38.35889816,-97.09690094
Northampton County,51131,VA,37.3429985,-75.8769989
Towns County,13281,GA,34.91669846,-83.73729706
Big Horn County,56003,WY,44.52669907,-107.9952011
Lake County,26085,MI,43.99010086,-85.8015976
Sanders County,30089,MT,47.67480087,-115.1333008
Lyon County,19119,IA,43.38050079,-96.21019745
Washington County,37187,NC,35.82260132,-76.57749939
Heard County,13149,GA,33.29700089,-85.12830353
Teton County,16081,ID,43.75939941,-111.2076035
Jackson County,47087,TN,36.35919952,-85.67310333
Ward County,48475,TX,31.5095005,-103.1025009
Blanco County,48031,TX,30.26639938,-98.39990234
Barton County,29011,MO,37.50230026,-94.3470993
Owyhee County,16073,ID,42.58140182,-116.169899
Decatur County,47039,TN,35.60300064,-88.1088028
Juab County,49023,UT,39.70270157,-112.7847977
Grant County,54023,WV,39.10509872,-79.19560242
Custer County,30017,MT,46.25270081,-105.571701
Marshall County,17123,IL,41.03319931,-89.34480286
Shelby County,19165,IA,41.68510056,-95.31020355
Desha County,05041,AR,33.83089828,-91.25509644
Ramsey County,38071,ND,48.26890182,-98.7201004
Gates County,37073,NC,36.44490051,-76.70050049
Morrow County,41049,OR,45.41899872,-119.5843964
Martin County,21159,KY,37.80160141,-82.51319885
Montgomery County,29139,MO,38.94150162,-91.47019958
Greensville County,51081,VA,36.67589951,-77.55960083
Wabash County,17185,IL,38.44609833,-87.84429932
Rio Grande County,08105,CO,37.58250046,-106.3832016
Cherokee County,19035,IA,42.73559952,-95.62380219
Cottonwood County,27033,MN,44.00709915,-95.18119812
Noble County,40103,OK,36.3885994,-97.23049927
Nantucket County,25019,MA,41.28310013,-70.06919861
Sussex County,51183,VA,36.92179871,-77.26180267
Duval County,48131,TX,27.6814003,-98.5089035
Pulaski County,13235,GA,32.2322998,-83.47599792
Jefferson Davis County,28065,MS,31.56970024,-89.82299805
Fergus County,30027,MT,47.2635994,-109.2245026
Clay County,37043,NC,35.05720139,-83.75019836
Bacon County,13005,GA,31.55369949,-82.45269775
Madison Parish,22065,LA,32.36439896,-91.24269867
Louisa County,19115,IA,41.21849823,-91.25959778
Pope County,27121,MN,45.58599854,-95.44450378
Iron County,26071,MI,46.20869827,-88.5306015
Richland County,30083,MT,47.78789902,-104.5614014
Roosevelt County,30085,MT,48.29449844,-105.0164032
Valley County,16085,ID,44.76660156,-115.5662994
Alleghany County,37005,NC,36.49160004,-81.1269989
Washita County,40149,OK,35.29040146,-98.99220276
Pushmataha County,40127,OK,34.41619873,-95.37590027
Johnston County,40069,OK,34.31650162,-96.66059875
Green County,21087,KY,37.26409912,-85.55310059
Sierra County,35051,NM,33.13050079,-107.1923981
Essex County,51057,VA,37.94350052,-76.95159912
West Carroll Parish,22123,LA,32.78850174,-91.45680237
Trousdale County,47169,TN,36.39210129,-86.15679932
Watonwan County,27165,MN,43.97840118,-94.6140976
Owen County,21187,KY,38.5196991,-84.82810211
Box Butte County,31013,NE,42.21979904,-103.085701
Candler County,13043,GA,32.40340042,-82.07369995
Bradley County,05011,AR,33.46640015,-92.16239929
Custer County,31041,NE,41.39429855,-99.72619629
Cumberland County,17035,IL,39.27330017,-88.24019623
Mackinac County,26097,MI,46.08050156,-85.08670044
Franklin County,48159,TX,33.17549896,-95.21839905
Lincoln County,53043,WA,47.57619858,-118.4187012
Switzerland County,18155,IN,38.82619858,-85.03690338
Red Willow County,31145,NE,40.17580032,-100.4768982
Pike County,05109,AR,34.16350174,-93.65640259
Hancock County,19081,IA,43.08190155,-93.73429871
Guthrie County,19077,IA,41.68379974,-94.50109863
Coosa County,01037,AL,32.93619919,-86.24770355
Carroll County,21041,KY,38.6678009,-85.12359619
Carbon County,30009,MT,45.22740173,-109.0279007
Lancaster County,51103,VA,37.73450089,-76.46320343
Colfax County,31037,NE,41.57400131,-97.08650208
Evans County,13109,GA,32.15679932,-81.88690186
Camden County,37029,NC,36.38769913,-76.20639801
Middlesex County,51119,VA,37.63029861,-76.56970215
Walsh County,38099,ND,48.36949921,-97.72129822
Monroe County,21171,KY,36.71220016,-85.71649933
Barnes County,38003,ND,46.93610001,-98.07150269
Mitchell County,19131,IA,43.35639954,-92.78900146
Crawford County,18025,IN,38.29240036,-86.4516983
Lake County,27075,MN,47.64099884,-91.44580078
Noxubee County,28103,MS,33.11009979,-88.56970215
Oregon County,29149,MO,36.68669891,-91.40339661
Wilcox County,01131,AL,31.98929977,-87.30819702
Lanier County,13173,GA,31.03790092,-83.06269836
Winnebago County,19189,IA,43.37760162,-93.73419952
Sabine County,48403,TX,31.34320068,-93.85179901
Chattahoochee County,13053,GA,32.34700012,-84.78700256
Clay County,48077,TX,33.78549957,-98.20850372
Chicot County,05017,AR,33.26699829,-91.29370117
Alcona County,26001,MI,44.6853981,-83.59369659
Mountrail County,38061,ND,48.20130157,-102.3556976
Perry County,05105,AR,34.94760132,-92.93119812
Roberts County,46109,SD,45.62960052,-96.94609833
Todd County,46121,SD,43.19340134,-100.7184982
Butte County,46019,SD,44.90579987,-103.5080032
Runnels County,48399,TX,31.83110046,-99.97619629
Scott County,05127,AR,34.8606987,-94.06330109
Ralls County,29173,MO,39.52769852,-91.52200317
Nowata County,40105,OK,36.79850006,-95.61740112
Latimer County,40077,OK,34.87599945,-95.25039673
Dimmit County,48127,TX,28.42259979,-99.75669861
St. Helena Parish,22091,LA,30.82189941,-90.71029663
Early County,13099,GA,31.32279968,-84.90370178
Clinton County,21053,KY,36.72750092,-85.13610077
Bullock County,01011,AL,32.1004982,-85.71569824
Martin County,18101,IN,38.70800018,-86.80310059
Keokuk County,19107,IA,41.33649826,-92.1785965
Iron County,29093,MO,37.55519867,-90.77349854
Washington County,16087,ID,44.45240021,-116.7846985
Love County,40085,OK,33.94990158,-97.24410248
Holt County,31089,NE,42.45569992,-98.78379822
Nemaha County,20131,KS,39.78340149,-96.01409912
Emery County,49015,UT,38.99670029,-110.7006989
Franklin County,19069,IA,42.73249817,-93.26249695
Leslie County,21131,KY,37.09410095,-83.38110352
Metcalfe County,21169,KY,36.9905014,-85.6292038
Howard County,29089,MO,39.14250183,-92.69629669
Montgomery County,19137,IA,41.03010178,-95.15640259
Yuma County,08125,CO,40.00289917,-102.4243011
Nome Census Area,02180,AK,64.91110229,-164.027298
Marion County,48315,TX,32.79800034,-94.35710144
Carroll County,28015,MS,33.44850159,-89.92019653
Caldwell Parish,22021,LA,32.0923996,-92.11660004
Montgomery County,28097,MS,33.49409866,-89.61640167
Lowndes County,01085,AL,32.15470123,-86.65010071
Ochiltree County,48357,TX,36.27840042,-100.8156967
Lewis County,29111,MO,40.09690094,-91.7220993
Grundy County,29079,MO,40.11389923,-93.56529999
Jackson County,27063,MN,43.67419815,-95.15409851
Cumberland County,51049,VA,37.51210022,-78.24490356
Sublette County,56035,WY,42.76689911,-109.9147034
Kemper County,28069,MS,32.75460052,-88.6411972
Tunica County,28143,MS,34.65069962,-90.375
Wilkes County,13317,GA,33.7818985,-82.74320221
Yellow Medicine County,27173,MN,44.71630096,-95.86840057
Stevens County,27149,MN,45.58610153,-96.00029755
Ritchie County,54085,WV,39.17829895,-81.06300354
Webster County,28155,MS,33.61309814,-89.28479767
Johnson County,13167,GA,32.70149994,-82.66010284
Marshall County,20117,KS,39.78359985,-96.52290344
Sac County,19161,IA,42.38629913,-95.10540009
Grand County,49019,UT,38.98199844,-109.5699005
Linn County,20107,KS,38.21229935,-94.84300232
Calhoun County,19025,IA,42.3852005,-94.64040375
Parmer County,48369,TX,34.52999878,-102.7845001
Catahoula Parish,22025,LA,31.66620064,-91.84700012
Brown County,20013,KS,39.82649994,-95.56420135
White Pine County,32033,NV,39.44219971,-114.9017029
Stillwater County,30095,MT,45.66899872,-109.3952026
Jasper County,17079,IL,39.00999832,-88.15380096
Clear Creek County,08019,CO,39.68909836,-105.6444016
Rice County,20159,KS,38.34719849,-98.2009964
McLean County,38055,ND,47.60689926,-101.3218002
Blaine County,40011,OK,35.87519836,-98.43340302
Humboldt County,19091,IA,42.77640152,-94.2071991
McCormick County,45065,SC,33.8995018,-82.30999756
Greenlee County,04011,AZ,33.21519852,-109.2401962
St. Clair County,29185,MO,38.03720093,-93.77600098
Beaverhead County,30001,MT,45.13270187,-112.8988037
Jones County,37103,NC,35.02170181,-77.35520172
Hickory County,29085,MO,37.94079971,-93.3207016
Cheyenne County,31033,NE,41.21969986,-102.9950027
Wayne County,31179,NE,42.20930099,-97.11930084
Rock County,27133,MN,43.67470169,-96.25319672
Clarke County,19039,IA,41.02899933,-93.78520203
Irwin County,13155,GA,31.60230064,-83.27639771
North Slope Borough,02185,AK,69.31220245,-153.4810944
Stephens County,48429,TX,32.73590088,-98.8361969
Marshall County,27089,MN,48.35810089,-96.36849976
Swift County,27151,MN,45.28269958,-95.6815033
Pratt County,20151,KS,37.64770126,-98.73960114
Charles Mix County,46023,SD,43.207901,-98.58789825
Emmet County,19063,IA,43.37799835,-94.67849731
Montmorency County,26119,MI,45.02759933,-84.12719727
Brewster County,48043,TX,29.81189919,-103.2517014
Benewah County,16009,ID,47.21749878,-116.658699
Hamilton County,31081,NE,40.8730011,-98.02290344
McLean County,21149,KY,37.52920151,-87.26360321
Howard County,19089,IA,43.35680008,-92.31719971
Livingston County,21139,KY,37.20959854,-88.35369873
Pipestone County,27117,MN,44.02299881,-96.25869751
Deer Lodge County,30023,MT,46.06079865,-113.0678024
Ozark County,29153,MO,36.64929962,-92.44470215
Perry County,01105,AL,32.63840103,-87.29440308
Alger County,26003,MI,46.40859985,-86.60399628
Montgomery County,13209,GA,32.17340088,-82.53479767
Rosebud County,30087,MT,46.22969818,-106.7306976
Caldwell County,29025,MO,39.65570068,-93.98269653
Phelps County,31137,NE,40.51110077,-99.41459656
Claiborne County,28021,MS,31.97369957,-90.91179657
Forest County,55041,WI,45.66730118,-88.770401
Davis County,19051,IA,40.74769974,-92.40969849
Montgomery County,05097,AR,34.53889847,-93.65950012
Lee County,05077,AR,34.7804985,-90.78079987
Somervell County,48425,TX,32.22219849,-97.7743988
Richmond County,51159,VA,37.94340134,-76.72689819
Wilkinson County,13319,GA,32.80239868,-83.17120361
Palo Alto County,19147,IA,43.08209991,-94.67810059
Crittenden County,21055,KY,37.35269928,-88.09719849
Greene County,19073,IA,42.03630066,-94.39679718
Woods County,40151,OK,36.76689911,-98.86509705
Jack County,48237,TX,33.23350143,-98.17250061
Cuming County,31039,NE,41.91640091,-96.78739929
Clearwater County,27029,MN,47.57759857,-95.3789978
Modoc County,06049,CA,41.58980179,-120.7249985
Cloud County,20029,KS,39.4803009,-97.64929962
Custer County,46033,SD,43.67760086,-103.4514999
Dawson County,30021,MT,47.26639938,-104.899498
Kiowa County,40075,OK,34.91640091,-98.98090363
Maries County,29125,MO,38.16159821,-91.92489624
Allendale County,45005,SC,32.98809814,-81.35820007
Jenkins County,13165,GA,32.79249954,-81.96350098
Mathews County,51115,VA,37.4353981,-76.34369659
Gallatin County,21077,KY,38.75690079,-84.85929871
Archer County,48009,TX,33.61529922,-98.68769836
Hancock County,21091,KY,37.84149933,-86.7779007
Tyler County,54095,WV,39.46530151,-80.88480377
Clearwater County,16035,ID,46.67369843,-115.6567001
Wilkinson County,28157,MS,31.16110039,-91.31089783
Carroll County,29033,MO,39.42699814,-93.50520325
Wilcox County,13315,GA,31.97290039,-83.43229675
Benton County,18007,IN,40.60630035,-87.31089783
Dawes County,31045,NE,42.71979904,-103.1353989
Monona County,19133,IA,42.05170059,-95.9598999
Terrell County,13273,GA,31.77700043,-84.43699646
Monroe County,29137,MO,39.49549866,-92.0007019
Yoakum County,48501,TX,33.17300034,-102.8277969
